id_direction,Entry,hour,TotVolume,avgTravelrate,avgAADT,TravelRate at t-1,US_TMC,DS_TMC,Segment,US.t.rate,DS.t.rate,Avg.adj,Lane
29953 W,5,0,487.2,0.876610057,162000,0.874259436,125P04860,125P04861,B-Q,0.884970322,0.900110929,0.892540626,4
29953 W,5,1,327.7,0.879712724,162000,0.876610057,125P04860,125P04861,B-Q,0.88420545,0.875808241,0.880006846,4
29953 W,5,2,290.1,0.878014154,162000,0.879712724,125P04860,125P04861,B-Q,0.885940631,0.874720427,0.880330529,4
29953 W,5,3,463.9,0.879885012,162000,0.878014154,125P04860,125P04861,B-Q,0.89411234,0.883550864,0.888831602,4
29953 W,5,4,917.6,0.8821395,162000,0.879885012,125P04860,125P04861,B-Q,0.881406661,0.883622642,0.882514652,4
29953 W,5,5,2189,0.865532236,162000,0.8821395,125P04860,125P04861,B-Q,0.872810333,0.861509709,0.867160021,4
29953 W,5,6,5191.7,0.863268041,162000,0.865532236,125P04860,125P04861,B-Q,0.871960121,0.855876606,0.863918364,4
29953 W,5,7,7945,0.960697516,162000,0.863268041,125P04860,125P04861,B-Q,1.001215978,0.90843783,0.954826904,4
29953 W,5,8,7695.8,1.010565622,162000,0.960697516,125P04860,125P04861,B-Q,1.090626614,0.939842469,1.015234542,4
29953 W,5,9,5955.3,0.992276288,162000,1.010565622,125P04860,125P04861,B-Q,1.023442825,0.92742989,0.975436358,4
29953 W,5,10,4450.3,0.891653597,162000,0.992276288,125P04860,125P04861,B-Q,0.897521801,0.872381735,0.884951768,4
29953 W,5,11,4457.1,0.861142139,162000,0.891653597,125P04860,125P04861,B-Q,0.862740842,0.859537369,0.861139106,4
29953 W,5,12,4531.3,0.865322304,162000,0.861142139,125P04860,125P04861,B-Q,0.865799585,0.864713527,0.865256556,4
29953 W,5,13,4724.9,0.867071417,162000,0.865322304,125P04860,125P04861,B-Q,0.867181189,0.867349701,0.867265445,4
29953 W,5,14,4825.2,0.860505098,162000,0.867071417,125P04860,125P04861,B-Q,0.857739,0.858472921,0.858105961,4
29953 W,5,15,5556.1,0.884955167,162000,0.860505098,125P04860,125P04861,B-Q,0.87574969,0.862049742,0.868899716,4
29953 W,5,16,6475.6,0.970005897,162000,0.884955167,125P04860,125P04861,B-Q,0.977063046,0.889721617,0.933392332,4
29953 W,5,17,6728.3,0.94122122,162000,0.970005897,125P04860,125P04861,B-Q,0.953131522,0.916311763,0.934721643,4
29953 W,5,18,4995.6,0.894370641,162000,0.94122122,125P04860,125P04861,B-Q,0.888909835,0.882649707,0.885779771,4
29953 W,5,19,3345,0.866413969,162000,0.894370641,125P04860,125P04861,B-Q,0.870942835,0.865580021,0.868261428,4
29953 W,5,20,2714.2,0.868554407,162000,0.866413969,125P04860,125P04861,B-Q,0.874482646,0.86965046,0.872066553,4
29953 W,5,21,2294.8,0.873154812,162000,0.868554407,125P04860,125P04861,B-Q,0.881113267,0.873191799,0.877152533,4
29953 W,5,22,1775.7,0.874503539,162000,0.873154812,125P04860,125P04861,B-Q,0.885337991,0.871666162,0.878502077,4
29953 W,5,23,1179.3,0.874259436,162000,0.874503539,125P04860,125P04861,B-Q,0.88103128,0.877649738,0.879340509,4
29953 W,5,0,578.44,0.881233077,162000,0.873106252,125P04860,125P04861,B-Q,0.886794418,0.890324031,0.888559224,4
29953 W,5,1,332.61,0.88529164,162000,0.881233077,125P04860,125P04861,B-Q,0.89833401,0.895063451,0.89669873,4
29953 W,5,2,301.64,0.873223779,162000,0.88529164,125P04860,125P04861,B-Q,0.88112811,0.891419884,0.886273997,4
29953 W,5,3,466.27,0.873526955,162000,0.873223779,125P04860,125P04861,B-Q,0.883929955,0.889726572,0.886828264,4
29953 W,5,4,935.88,0.862051568,162000,0.873526955,125P04860,125P04861,B-Q,0.872602914,0.877006246,0.87480458,4
29953 W,5,5,2198.89,0.864834181,162000,0.862051568,125P04860,125P04861,B-Q,0.871795315,0.876433171,0.874114243,4
29953 W,5,6,5094.13,0.857945564,162000,0.864834181,125P04860,125P04861,B-Q,0.859241406,0.838362602,0.848802004,4
29953 W,5,7,7813.01,0.913268094,162000,0.857945564,125P04860,125P04861,B-Q,0.942466413,1.306548983,1.124507698,4
29953 W,5,8,7277.68,0.985468897,162000,0.913268094,125P04860,125P04861,B-Q,1.081739627,1.20247328,1.142106454,4
29953 W,5,9,5716.33,0.902540063,162000,0.985468897,125P04860,125P04861,B-Q,0.93488474,0.874296927,0.904590833,4
29953 W,5,10,4393.22,0.86724606,162000,0.902540063,125P04860,125P04861,B-Q,0.867209133,0.855957883,0.861583508,4
29953 W,5,11,4323.89,0.864751422,162000,0.86724606,125P04860,125P04861,B-Q,0.864607058,0.864193404,0.864400231,4
29953 W,5,12,4573.56,0.866757524,162000,0.864751422,125P04860,125P04861,B-Q,0.867866559,0.858347656,0.863107107,4
29953 W,5,13,4662,0.859543077,162000,0.866757524,125P04860,125P04861,B-Q,0.858952178,0.858538506,0.858745342,4
29953 W,5,14,4860.67,0.864875264,162000,0.859543077,125P04860,125P04861,B-Q,0.864885376,0.860511483,0.862698429,4
29953 W,5,15,5559.56,0.866873252,162000,0.864875264,125P04860,125P04861,B-Q,0.86828738,0.858128189,0.863207785,4
29953 W,5,16,6546.1,0.876641692,162000,0.866873252,125P04860,125P04861,B-Q,0.879070719,0.86409026,0.87158049,4
29953 W,5,17,6426.56,0.998050236,162000,0.876641692,125P04860,125P04861,B-Q,0.98187333,0.897255785,0.939564557,4
29953 W,5,18,5128.78,0.947115247,162000,0.998050236,125P04860,125P04861,B-Q,0.946110333,0.854589407,0.90034987,4
29953 W,5,19,3326.67,0.858275849,162000,0.947115247,125P04860,125P04861,B-Q,0.860433759,0.867170484,0.863802121,4
29953 W,5,20,2636.33,0.874019615,162000,0.858275849,125P04860,125P04861,B-Q,0.879915269,0.874387406,0.877151337,4
29953 W,5,21,2292.89,0.875262831,162000,0.874019615,125P04860,125P04861,B-Q,0.882473358,0.878890687,0.880682023,4
29953 W,5,22,1730.66,0.871744273,162000,0.875262831,125P04860,125P04861,B-Q,0.875581597,0.875285957,0.875433777,4
29953 W,5,23,1200.67,0.873106252,162000,0.871744273,125P04860,125P04861,B-Q,0.891108659,0.879163813,0.885136236,4
29953 W,5,0,543.25,0.892586354,162000,0.868684176,125P04860,125P04861,B-Q,0.897689347,0.893769079,0.895729213,4
29953 W,5,1,327.79,0.893279918,162000,0.892586354,125P04860,125P04861,B-Q,0.893237709,0.894972301,0.894105005,4
29953 W,5,2,270.25,0.874503812,162000,0.893279918,125P04860,125P04861,B-Q,0.893603826,0.886474826,0.890039326,4
29953 W,5,3,427.58,0.876383642,162000,0.874503812,125P04860,125P04861,B-Q,0.893637392,0.891728197,0.892682794,4
29953 W,5,4,808.5,0.868803263,162000,0.876383642,125P04860,125P04861,B-Q,0.894662616,0.884544942,0.889603779,4
29953 W,5,5,2053.75,0.858114276,162000,0.868803263,125P04860,125P04861,B-Q,0.875292835,0.866190317,0.870741576,4
29953 W,5,6,4968.83,0.846623813,162000,0.858114276,125P04860,125P04861,B-Q,0.855595883,0.848709225,0.852152554,4
29953 W,5,7,8021.33,0.882871539,162000,0.846623813,125P04860,125P04861,B-Q,0.902194619,0.860756163,0.881475391,4
29953 W,5,8,7577.34,0.973877877,162000,0.882871539,125P04860,125P04861,B-Q,1.036930867,0.934569129,0.985749998,4
29953 W,5,9,5874.59,0.92557838,162000,0.973877877,125P04860,125P04861,B-Q,1.006757229,0.898335759,0.952546494,4
29953 W,5,10,4569.82,0.853088183,162000,0.92557838,125P04860,125P04861,B-Q,0.877140559,0.854700248,0.865920403,4
29953 W,5,11,4490.74,0.848338976,162000,0.853088183,125P04860,125P04861,B-Q,0.866273538,0.849555478,0.857914508,4
29953 W,5,12,4465.83,0.855413458,162000,0.848338976,125P04860,125P04861,B-Q,0.872252264,0.855408275,0.863830269,4
29953 W,5,13,4564.16,0.849235409,162000,0.855413458,125P04860,125P04861,B-Q,0.866521754,0.853569694,0.860045724,4
29953 W,5,14,4585.84,0.853399658,162000,0.849235409,125P04860,125P04861,B-Q,0.872463305,0.851765802,0.862114554,4
29953 W,5,15,5182.08,0.868583629,162000,0.853399658,125P04860,125P04861,B-Q,0.874778428,0.86883268,0.871805554,4
29953 W,5,16,6132.59,0.893247279,162000,0.868583629,125P04860,125P04861,B-Q,0.895444364,0.9094321,0.902438232,4
29953 W,5,17,6428.83,0.88381621,162000,0.893247279,125P04860,125P04861,B-Q,0.890555292,0.870534378,0.880544835,4
29953 W,5,18,4678.59,0.89809465,162000,0.88381621,125P04860,125P04861,B-Q,0.911659116,0.866258659,0.888958888,4
29953 W,5,19,3187.66,0.863737435,162000,0.89809465,125P04860,125P04861,B-Q,0.879970718,0.865879747,0.872925233,4
29953 W,5,20,2607.58,0.874763351,162000,0.863737435,125P04860,125P04861,B-Q,0.886349997,0.88526986,0.885809928,4
29953 W,5,21,2300.25,0.870368747,162000,0.874763351,125P04860,125P04861,B-Q,0.886897893,0.87619139,0.881544641,4
29953 W,5,22,1691.16,0.874863787,162000,0.870368747,125P04860,125P04861,B-Q,0.886839905,0.888776504,0.887808205,4
29953 W,5,23,1194.75,0.868684176,162000,0.874863787,125P04860,125P04861,B-Q,0.888503537,0.8794094,0.883956469,4
29963 W,6,0,463.4,0.878099982,126000,0.869609096,125+04868,125+04869,B-NQ,0.86319025,0.868557658,0.865873954,3
29963 W,6,1,242.6,0.878685938,126000,0.878099982,125+04868,125+04869,B-NQ,0.869967657,0.867237662,0.86860266,3
29963 W,6,2,195,0.876922231,126000,0.878685938,125+04868,125+04869,B-NQ,0.863811173,0.868557658,0.866184416,3
29963 W,6,3,204.5,0.878686015,126000,0.876922231,125+04868,125+04869,B-NQ,0.867462989,0.867237662,0.867350326,3
29963 W,6,4,367.3,0.874092462,126000,0.878686015,125+04868,125+04869,B-NQ,0.874120028,0.864597669,0.869358849,3
29963 W,6,5,860.2,0.879124726,126000,0.874092462,125+04868,125+04869,B-NQ,0.864355549,0.867237662,0.865796606,3
29963 W,6,6,2400.1,0.850509994,126000,0.879124726,125+04868,125+04869,B-NQ,0.84862514,0.844797722,0.846711431,3
29963 W,6,7,4343.7,0.856952886,126000,0.850509994,125+04868,125+04869,B-NQ,0.845811204,0.850077708,0.847944456,3
29963 W,6,8,4531,0.880861369,126000,0.856952886,125+04868,125+04869,B-NQ,0.846433129,0.852717701,0.849575415,3
29963 W,6,9,4028.3,0.882136147,126000,0.880861369,125+04868,125+04869,B-NQ,0.846843293,0.85667769,0.851760492,3
29963 W,6,10,3287.4,0.861656686,126000,0.882136147,125+04868,125+04869,B-NQ,0.842798756,0.847437715,0.845118236,3
29963 W,6,11,3551.8,0.862128039,126000,0.861656686,125+04868,125+04869,B-NQ,0.847244042,0.852717701,0.849980872,3
29963 W,6,12,3657.9,0.863850202,126000,0.862128039,125+04868,125+04869,B-NQ,0.845444373,0.848757712,0.847101043,3
29963 W,6,13,3584.6,0.861011171,126000,0.863850202,125+04868,125+04869,B-NQ,0.831937562,0.846117719,0.839027641,3
29963 W,6,14,3708.3,0.861270613,126000,0.861011171,125+04868,125+04869,B-NQ,0.838852702,0.847437715,0.843145209,3
29963 W,6,15,4249.1,0.847563647,126000,0.861270613,125+04868,125+04869,B-NQ,0.838793878,0.843477726,0.841135802,3
29963 W,6,16,5238,0.884382124,126000,0.847563647,125+04868,125+04869,B-NQ,0.901994444,0.900237573,0.901116009,3
29963 W,6,17,5583.6,1.076860179,126000,0.884382124,125+04868,125+04869,B-NQ,1.229238071,1.333196406,1.281217239,3
29963 W,6,18,4543.4,0.954217437,126000,1.076860179,125+04868,125+04869,B-NQ,1.160984234,1.066557125,1.11377068,3
29963 W,6,19,2934.6,0.8725462,126000,0.954217437,125+04868,125+04869,B-NQ,0.859158949,0.857997687,0.858578318,3
29963 W,6,20,2115.2,0.878303273,126000,0.8725462,125+04868,125+04869,B-NQ,0.842510754,0.854037698,0.848274226,3
29963 W,6,21,1711.8,0.879850858,126000,0.878303273,125+04868,125+04869,B-NQ,0.854717107,0.859317683,0.857017395,3
29963 W,6,22,1348.1,0.881753678,126000,0.879850858,125+04868,125+04869,B-NQ,0.850184871,0.854037698,0.852111285,3
29963 W,6,23,909.4,0.869609096,126000,0.881753678,125+04868,125+04869,B-NQ,0.859297721,0.864597669,0.861947695,3
29963 W,6,0,513.45,0.877741796,126000,0.877416989,125+04868,125+04869,B-NQ,0.854617808,0.877532577,0.866075192,3
29963 W,6,1,287.9,0.884409288,126000,0.877741796,125+04868,125+04869,B-NQ,0.863276182,0.88805796,0.875667071,3
29963 W,6,2,207.14,0.874963375,126000,0.884409288,125+04868,125+04869,B-NQ,0.86608934,0.874070696,0.870080018,3
29963 W,6,3,209.5,0.881921593,126000,0.874963375,125+04868,125+04869,B-NQ,0.862809218,0.874482562,0.86864589,3
29963 W,6,4,366.51,0.880417248,126000,0.881921593,125+04868,125+04869,B-NQ,0.862683495,0.872886103,0.867784799,3
29963 W,6,5,847.76,0.872102783,126000,0.880417248,125+04868,125+04869,B-NQ,0.85935382,0.861884429,0.860619125,3
29963 W,6,6,2433.88,0.838226824,126000,0.872102783,125+04868,125+04869,B-NQ,0.846801146,0.848614347,0.847707747,3
29963 W,6,7,4229.39,0.846051762,126000,0.838226824,125+04868,125+04869,B-NQ,0.838394444,0.87670652,0.857550482,3
29963 W,6,8,4463.58,0.86125532,126000,0.846051762,125+04868,125+04869,B-NQ,0.839465639,0.937732979,0.888599309,3
29963 W,6,9,3854.55,0.865768548,126000,0.86125532,125+04868,125+04869,B-NQ,0.836061257,0.886743362,0.861402309,3
29963 W,6,10,3261.44,0.858147382,126000,0.865768548,125+04868,125+04869,B-NQ,0.845995897,0.86058838,0.853292138,3
29963 W,6,11,3419.01,0.861915688,126000,0.858147382,125+04868,125+04869,B-NQ,0.838064826,0.861898205,0.849981515,3
29963 W,6,12,3592.67,0.855417253,126000,0.861915688,125+04868,125+04869,B-NQ,0.843915718,0.862077667,0.852996693,3
29963 W,6,13,3523.56,0.855220027,126000,0.855417253,125+04868,125+04869,B-NQ,0.840410946,0.858672522,0.849541734,3
29963 W,6,14,3752.11,0.856707346,126000,0.855220027,125+04868,125+04869,B-NQ,0.83420202,0.864155085,0.849178552,3
29963 W,6,15,4244.33,0.857374968,126000,0.856707346,125+04868,125+04869,B-NQ,0.844680444,0.864650323,0.854665383,3
29963 W,6,16,5035.66,0.897213691,126000,0.857374968,125+04868,125+04869,B-NQ,0.921507284,0.865597668,0.893552476,3
29963 W,6,17,5425.55,1.020183686,126000,0.897213691,125+04868,125+04869,B-NQ,1.328640258,1.005703345,1.167171801,3
29963 W,6,18,4674.34,0.958389988,126000,1.020183686,125+04868,125+04869,B-NQ,1.264628757,0.895300907,1.079964832,3
29963 W,6,19,2916.66,0.863400313,126000,0.958389988,125+04868,125+04869,B-NQ,0.846509435,0.854306739,0.850408087,3
29963 W,6,20,2206.89,0.873003397,126000,0.863400313,125+04868,125+04869,B-NQ,0.830086006,0.869885057,0.849985531,3
29963 W,6,21,1739.01,0.884619882,126000,0.873003397,125+04868,125+04869,B-NQ,0.84700587,0.874146181,0.860576025,3
29963 W,6,22,1350.9,0.875065356,126000,0.884619882,125+04868,125+04869,B-NQ,0.841640846,0.874093222,0.857867034,3
29963 W,6,23,907.11,0.877416989,126000,0.875065356,125+04868,125+04869,B-NQ,0.850573416,0.866318193,0.858445804,3
29963 W,6,0,522.75,0.872336141,126000,0.86842786,125+04868,125+04869,B-NQ,0.884212824,0.883957617,0.884085221,3
29963 W,6,1,273.49,0.870928035,126000,0.872336141,125+04868,125+04869,B-NQ,0.900851844,0.899357575,0.90010471,3
29963 W,6,2,194.67,0.877535645,126000,0.870928035,125+04868,125+04869,B-NQ,0.906639136,0.902437567,0.904538351,3
29963 W,6,3,207.67,0.865214161,126000,0.877535645,125+04868,125+04869,B-NQ,0.894929902,0.898741577,0.89683574,3
29963 W,6,4,319.17,0.862633633,126000,0.865214161,125+04868,125+04869,B-NQ,0.887557622,0.887653607,0.887605614,3
29963 W,6,5,771.17,0.857253454,126000,0.862633633,125+04868,125+04869,B-NQ,0.881200702,0.888269605,0.884735153,3
29963 W,6,6,2301.42,0.832570958,126000,0.857253454,125+04868,125+04869,B-NQ,0.849661859,0.870346041,0.86000395,3
29963 W,6,7,4206.24,0.832922315,126000,0.832570958,125+04868,125+04869,B-NQ,0.835554603,0.852462218,0.84400841,3
29963 W,6,8,4436.66,0.843391646,126000,0.832922315,125+04868,125+04869,B-NQ,0.855146144,0.849481581,0.852313863,3
29963 W,6,9,3881.25,0.850637283,126000,0.843391646,125+04868,125+04869,B-NQ,0.839313378,0.844116434,0.841714906,3
29963 W,6,10,3397.33,0.851117352,126000,0.850637283,125+04868,125+04869,B-NQ,0.838489597,0.848885453,0.843687525,3
29963 W,6,11,3529.83,0.848874823,126000,0.851117352,125+04868,125+04869,B-NQ,0.841916751,0.844712561,0.843314656,3
29963 W,6,12,3690.09,0.853125758,126000,0.848874823,125+04868,125+04869,B-NQ,0.840250864,0.845904816,0.84307784,3
29963 W,6,13,3535.24,0.853152589,126000,0.853125758,125+04868,125+04869,B-NQ,0.841647266,0.844712561,0.843179914,3
29963 W,6,14,3596,0.85255876,126000,0.853152589,125+04868,125+04869,B-NQ,0.833651043,0.842328052,0.837989548,3
29963 W,6,15,4065.34,0.850049914,126000,0.85255876,125+04868,125+04869,B-NQ,0.830788552,0.845904816,0.838346684,3
29963 W,6,16,5108.58,0.860888235,126000,0.850049914,125+04868,125+04869,B-NQ,0.854691106,0.856038982,0.855365044,3
29963 W,6,17,5461.75,1.072074959,126000,0.860888235,125+04868,125+04869,B-NQ,1.014873688,0.949630988,0.982252338,3
29963 W,6,18,4548.34,1.019021322,126000,1.072074959,125+04868,125+04869,B-NQ,1.121853012,0.98682934,1.054341176,3
29963 W,6,19,2879.84,0.855956621,126000,1.019021322,125+04868,125+04869,B-NQ,0.861108296,0.855005695,0.858056995,3
29963 W,6,20,2199.25,0.856331775,126000,0.855956621,125+04868,125+04869,B-NQ,0.866257583,0.858085687,0.862171635,3
29963 W,6,21,1769.18,0.856871991,126000,0.856331775,125+04868,125+04869,B-NQ,0.927793371,0.87163765,0.899715511,3
29963 W,6,22,1325.67,0.865407941,126000,0.856871991,125+04868,125+04869,B-NQ,0.875667267,0.874717642,0.875192455,3
29963 W,6,23,912,0.86842786,126000,0.865407941,125+04868,125+04869,B-NQ,0.86481092,0.872381096,0.868596008,3
